t,y_exacta,y_euler,y_rk4,error_y_euler,error_y_rk4,v_exacta,v_euler,v_rk4,error_v_euler,error_v_rk4,error_norma_euler,error_norma_rk4
4.25,-0.2071678536150157,-0.3483225367813645,-0.20716599778202457,0.1411546831663488,1.8558329911155802e-06,-0.7074167205288509,-1.0357310230402417,-0.7074219531684379,0.3283143025113908,5.2326395870716524e-06,0.35737225103991127,5.551993618431346e-06
4.3,-0.2411008793481476,-0.4001090879333766,-0.2410992726438776,0.15900820858522896,1.606704270018522e-06,-0.648967919924519,-0.9453518952231639,-0.6489734543769656,0.2963839752986449,5.53445244666495e-06,0.3363436802012362,5.762956055332316e-06
4.3500000000000005,-0.2719769160533715,-0.4473766826945348,-0.27197557543046763,0.1753997666411633,1.340622903855948e-06,-0.585256622741791,-0.8464230397320253,-0.5852624043960596,0.26116641699023424,5.78165426856625e-06,0.3145997067724181,5.935048091765853e-06
4.4,-0.29955105758200284,-0.48969783468113603,-0.29954999729768156,0.1901467770991332,1.0602843212859092e-06,-0.5170172920246912,-0.7400192423984778,-0.5170232635700488,0.22300195037378667,5.971545357641439e-06,0.29306256450065443,6.064944913215102e-06
4.45,-0.3236159109713675,-0.5266987968010599,-0.3236151424323893,0.20308288582969242,7.685389781797447e-07,-0.44501464066412777,-0.627279290614281,-0.4450207426897228,0.18226464995015323,6.102025595033922e-06,0.27287920613041916,6.150233208865388e-06
4.5,-0.34400290525132715,-0.5580627613317739,-0.3440024368895441,0.21405985608044675,4.6836178302367415e-07,-0.3700354675530666,-0.5093939454417834,-0.3700416391702349,0.1393584778887168,6.171617168315713e-06,0.25542593318737533,6.189363556299337e-06
4.55,-0.3605831902914173,-0.583532458603863,-0.3605830274712053,0.22294926831244577,1.62820211979664e-07,-0.29288043691274523,-0.38759351426659294,-0.29288661639324115,0.09471307735384771,6.179480495915879e-06,0.24223324144900277,6.181625160168955e-06
4.6000000000000005,-0.3732681249145646,-0.6029121343171927,-0.3732682698730989,0.22964400940262808,1.449585342871984e-07,-0.2143558832375466,-0.26313515226048845,-0.21436200866073307,0.04877926902294186,6.125423186481571e-06,0.23476751934824133,6.127138172927777e-06
4.65,-0.3820093575818273,-0.6160688919302171,-0.38200980940279583,0.23405953434838978,4.518209685278052e-07,-0.135265722420143,-0.13729002235184012,-0.13527173232209544,0.0020242999316971155,6.009901952430674e-06,0.23406828791956957,6.026861842238582e-06
4.7,-0.38679850691762707,-0.622933393047809,-0.38679926153860555,0.23613488613018196,7.546209784825564e-07,-0.056403546972894195,-0.011330443518759892,-0.056409380990393845,0.0450731034541343,5.834017499650734e-06,0.24039814704506585,5.882619570174241e-06
4.75,-0.387666453159536,-0.623499915223747,-0.38766750341288303,0.23583346206421102,1.0502533470124753e-06,0.021455020102469215,0.11348284396117712,0.02144942060002296,0.0920278238587079,5.5995024462567045e-06,0.2531531990581218,5.697144876036216e-06
4.800000000000001,-0.3846822552461048,-0.6178257730256882,-0.3846835909328661,0.23314351777958342,1.3356867613056878e-06,0.09755964227977894,0.235913170126703,0.09755433357732979,0.13835352784692406,5.308702449149938e-06,0.2711044052580639,5.474155717362982e-06
4.8500000000000005,-0.37795171166821057,-0.6060301145193531,-0.37795331966416584,0.2280784028511425,1.607995955277275e-06,0.1711921914434155,0.3547600613293066,0.17118722689266375,0.1835678698858911,4.964550751745955e-06,0.2927745219474733,5.218468660330289e-06
4.9,-0.3676155863745377,-0.5882921114528877,-0.36761745076717506,0.22067652507835006,1.8643926373851372e-06,0.2416732141408297,0.4688708830065911,0.24166864360435267,0.22719766886576137,4.570536477038756e-06,0.31672844750462786,4.936168918734219e-06
4.95,-0.35384752391364255,-0.5648485673025582,-0.3538496261685151,0.21100104338891562,2.1022548725713186e-06,0.3083678872088311,0.5771518876370368,0.3083637565418254,0.2687840004282057,4.130667005719513e-06,0.34171081223367916,4.634855495200434e-06
5.0,-0.33685168059041337,-0.5359909729207063,-0.33685399974501795,0.19913929233029293,2.319154604579765e-06,0.3706914139692117,0.6785785633448078,0.3706877645443188,0.30788714937559614,3.649424892893105e-06,0.36667554390829027,4.323977350635798e-06
5.050000000000001,-0.3168601006937995,-0.5020620447534659,-0.3168626135768287,0.18520194405966645,2.5128830292153737e-06,0.42811381868975534,0.772205186662053,0.42811068696995264,0.3440913679722976,3.1317198027069892e-06,0.39076672017525615,4.015252176537077e-06
5.1000000000000005,-0.2941298687991862,-0.4634517854203633,-0.2941325502727353,0.16932191662117713,2.6814735491487163e-06,0.4801641037969733,0.8571734918795051,0.4801615209609752,0.3770093880825318,2.582835998077293e-06,0.4132868134245683,3.723082350384979e-06
5.15,-0.2689400707500365,-0.42059311082638806,-0.26894289397211496,0.15165304007635155,2.8232220784518702e-06,0.5264337413340641,0.9327203791259877,0.526431732958078,0.40628663779192364,2.0083759860733963e-06,0.4336674723940743,3.464701575272304e-06
5.2,-0.24158859717044445,-0.3739570918700887,-0.24159153387492588,0.13236849469964423,2.9367044814265775e-06,0.5665794773079532,0.9981845937087456,0.5665780631070313,0.43160511640079235,1.4142009219231255e-06,0.4514470011999097,3.2594780960759903e-06
5.25,-0.21238882424767405,-0.3240478621846514,-0.21239184503864822,0.11165903793697737,3.02079097416752e-06,0.6003254347893693,1.0530123202085884,0.6003246284209244,0.4526868854192191,8.063684449055586e-07,0.46625439084641823,3.126564916733917e-06
5.300000000000001,-0.18166620704997988,-0.271397246174222,-0.1816692817073278,0.08973103912424213,3.0746573479178974e-06,0.6274645088468311,1.096761646241347,0.6274643177782111,0.46929713739451584,1.9106862003681613e-07,0.47779855854638503,3.0805884218227354e-06
5.3500000000000005,-0.14975482081194716,-0.21655916386215465,-0.14975791860484952,0.0668043430502075,3.0977929023623396e-06,0.6478590535379047,1.1291058625513644,0.6478594789792251,0.4812468090134596,4.2544132039523674e-07,0.4858614117585457,3.1268708292838272e-06
5.4,-0.11699388543269675,-0.16010387073458643,-0.11699697543772539,0.04310998530188968,3.0900050286414293e-06,0.6614408681799403,1.149835578072768,0.6614419050826605,0.48839470989282774,1.0369027202417058e-06,0.4902936502587286,3.2593401676219636e-06
5.45,-0.08372430790048321,-0.10261209183094802,-0.08372735932087887,0.018887783930464808,3.0514203956527597e-06,0.6682104969112908,1.1588596406582299,0.6682121340323233,0.49064914374693913,1.63712103251612e-06,0.49101255650075637,3.4628502286573545e-06
